"docid" "Reference"
"54b43248e138239d86849d14" "Strauss, H., 1997, The isotopic composition of sedimentary sulfur through time, Palaeogeography, Palaeoclimatology, Palaeoecology, 132, 1-4, 97--118, 10.1016/S0031-0182(97)00067-9"
"54be22e6e138233c8bc4f9eb" "Smrzka, D.; Kraemer, S.M.; Zwicker, J.; Birgel, D.; Fischer, D.; Kasten, S.; Goedert, J.L.; Peckmann, J., 2015, Constraining silica diagenesis in methane-seep deposits, Palaeogeography, Palaeoclimatology, Palaeoecology, , , 13--26, 10.1016/j.palaeo.2014.12.007"
"559c179ce138230816dad235" "Dence, Michael B.; Boudette, Eugene L.; Lucchitta, Ivo, 1972, Guide to the geology of Sudbury Basin, Ontario, Canada (Apollo 17 Training Exercise 5/23/1972-5/25/1972), Open-File Report, , , , "
"57135589cf58f1916fd5253f" "Schieber, J., 2011, Marcasite in Black Shales--a Mineral Proxy for Oxygenated Bottom Waters and Intermittent Oxidation of Carbonaceous Muds, Journal of Sedimentary Research, 81, 7, 447--458, 10.2110/jsr.2011.41"
"54b43271e138239d86851088" "Buschmann, B.; Elicki, O.; Jonas, P., 2006, The Cadomian unconformity in the Saxo-Thuringian Zone, Germany: Palaeogeographic affinities of Ediacaran (terminal Neoproterozoic) and Cambrian strata, Precambrian Research, 147, 3-4, 387--403, 10.1016/j.precamres.2006.01.023"
"57f924f1cf58f12eaed35f12" "van de Schootbrugge, Bas; Bachan, Aviv; Suan, Guillaume; Richoz, Sylvain; Payne, Jonathan L.; Jagt, John, 2013, Microbes, mud and methane: cause and consequence of recurrent Early Jurassic anoxia following the end-Triassic mass extinction, Palaeontology, 56, 4, 685--709, 10.1111/pala.12034"
"55a6d2eee13823757cc6fc01" "Cannon, William F.; Klasner, J. S., 1975, Preliminary geologic map of the southern part of the Champion 7 1/2-minute Quadrangle, Marquette County, Michigan, Open-File Report, , , , "
"55b7b486e13823bd29ba8326" "Lesure, Frank Gardner; Williams, Bradford B.; Dunn, Maynard L., Jr.; Perry, W. J., Jr., 1981, Mineral resources of the Mill Creek, Mountain Lake, and Peters Mountain Wilderness Study Areas, Craig and Giles Counties, Virginia, and Monroe County, West Virginia, Bulletin, , , , "
"55b7fb4de13823bd29ba84b8" "Berg, Henry C., 1973, Geology of Gravina Island, Alaska, Bulletin, , , , "
"55981721e1382390cc640bac" "Ostwald, J., 1990, The biogeochemical origin of the Groote Eylandt manganese oxide pisoliths and ooliths, northern Australia, Ore Geology Reviews, 5, 5-6, 469--490, 10.1016/0169-1368(90)90048-R"
"55adc958e13823763a830761" "Rye, R.O.; Plumlee, G.S.; Bethke, P.M.; Barton, P.B., 1988, Stable isotope geochemistry of the Creede, Colorado, hydrothermal system, Open-File Report, , , , 10.3133/ofr88356"
"57614346cf58f13992597907" "Núñez-Useche, Fernando; Canet, Carles; Barragán, Ricardo; Alfonso, Pura, 2016, Bioevents and redox conditions around the Cenomanian–Turonian anoxic event in Central Mexico, Palaeogeography, Palaeoclimatology, Palaeoecology, , , 205--226, 10.1016/j.palaeo.2016.01.035"
"585b3fa0cf58f1a722da810b" "HICKMAN, ARTHUR HUGH, 2012, Review of the Pilbara Craton and Fortescue Basin, Western Australia: Crustal evolution providing environments for early life, Island Arc, 21, 1, 1--31, 10.1111/j.1440-1738.2011.00783.x"
"55936453e138236ee22183e3" "Aung Pwa,; van Moort, J.C, 1999, Geochemical exploration using acid insoluble residues of rocks for volcanic-hosted massive sulphide deposits, Rosebery area, western Tasmania, Journal of Geochemical Exploration, 66, 1-2, 55--69, 10.1016/S0375-6742(99)00022-9"
"5c2bf16d1faed655488b2359" "Rapalini, Augusto E.; Aldana, Milagrosa; Díaz, Marisel; Kietzmann, Diego; Iglesia-Llanos, María Paula; Cabrera, Ana; Luppo, Tomás; Vallejo, María D.; Walther, Ana María, 2019, A combined rock-magnetic and EPR study about the effects of hydrocarbon-related diagenesis on the magnetic signature of oil shales (Vaca Muerta formation, southwestern Argentina), Journal of Petroleum Science and Engineering, 173, , 861--879, 10.1016/j.petrol.2018.10.082"
"557ca389e138239225f86924" "Hill, James M., 1979, Stratigraphy and paleoenvironment of Miocene phosphatic rocks in the East San Francisco Bay region, California, Open-File Report, , , , 10.3133/ofr791570"
"54b4326be138239d8684fe2b" "Scheckler, Stephen E.; Skog, Judith E.; Banksc, Harlan P., 2006, Langoxylon asterochlaenoideum Stockmans: Anatomy and relationships of a fern-like plant from the Middle Devonian of Belgium, Review of Palaeobotany and Palynology, 142, 3-4, 193--217, 10.1016/j.revpalbo.2006.06.009"
"54f4d819e13823054496a137" "Kolb, Jochen; Dziggel, Annika; Bagas, Leon, 2015, Hypozonal lode gold deposits: a genetic concept based on a review of the New Consort, Renco, Hutti, Hira Buddini, Navachab, Nevoria and The Granites deposits, Precambrian Research, , , , 10.1016/j.precamres.2015.02.022"
"55a75c64e13823757cc6ff75" "Castle, Robert O., 1964, Geology of the Andover Granite and surrounding rocks, Massachusetts, Open-File Report, , , , 10.3133/ofr6433"
"574cd1afcf58f10b50de0106" "Dewing, Keith; Harrison, J C; Pratt, Brian R; Mayr, Ulrich, 2004, A probable late Neoproterozoic age for the Kennedy Channel and Ella Bay formations, northeastern Ellesmere Island and its implications for passive margin history of the Canadian Arctic, Canadian Journal of Earth Sciences, 41, 9, 1013--1025, 10.1139/e04-044"
"55a4e587e13823757cc6f3ae" "Evarts, Russell C.; Church, S. E.; Mosier, Elwin L., 1983, Mineral resource potential of the Tatoosh Roadless Area, Lewis County, Washington, Open-File Report, , , , "
"575166bdcf58f129199aa019" "Barrett, T. J.; Cattalani, S.; Chartrand, F.; Jones, P., 1991, Massive sulfide deposits of the Noranda area, Quebec. II. The Aldermac mine, Canadian Journal of Earth Sciences, 28, 9, 1301--1327, 10.1139/e91-115"
"5579cb0ee138231c9f688431" "Edited by Fisher, F. S.; Johnson, K. M., 1995, Geology and mineral resource assessment of the Challis 1 degree by 2 degrees Quadrangle, Idaho, Professional Paper, , , , "
"54b56feee138230a74d14f4d" "Hammond, K.Jill; Evans, James P, 2003, Geochemistry, mineralization, structure, and permeability of a normal-fault zone, Casino mine, Alligator Ridge district, north central Nevada, Journal of Structural Geology, 25, 5, 717--736, 10.1016/S0191-8141(02)00060-3"
"577e18eecf58f1613e347bc3" "WIEBE, ROBERT A., 1970, Pre-Cenozoic Tectonic History of the Salinian Block, Western California, Geol Soc America Bull, 81, 6, 1837, 10.1130/0016-7606(1970)81[1837:pthots]2.0.co;2"
"54b43276e138239d86851c86" "Lash, Gary G.; Blood, David R., 2014, Organic matter accumulation, redox, and diagenetic history of the Marcellus Formation, southwestern Pennsylvania, Appalachian basin, Marine and Petroleum Geology, , , 244--263, 10.1016/j.marpetgeo.2014.06.001"
"558efb3de13823109f3ee6c8" "Gott, Garland B.; Botbol, Joseph M., 1975, Possible extension of mineral belts, northern part of Coeur d'Alene district, Idaho, Journal of Research of the U.S. Geological Survey, 3, 1, 1--7, "
"54b43261e138239d8684e3dc" "Maisey, John G.; Lane, Jennifer A., 2010, Labyrinth morphology and the evolution of low-frequency phonoreception in elasmobranchs, Comptes Rendus Palevol, 9, 6-7, 289--309, 10.1016/j.crpv.2010.07.021"
"55b351e0e138231cbdd6d130" "Ruppel, E. T., 1972, Geology of pre-Tertiary rocks in the northern part of Yellowstone National Park, Wyoming, with a section on Tertiary laccoliths, sills, and stocks in and near the Gallatin Range, Yellowstone National Park, Professional Paper, , , , "
"574b61b4cf58f161028c6997" "Jones, J. W., 1971, Zoned Margarite from the Badshot Formation (Cambrian) near Kaslo, British Columbia, Canadian Journal of Earth Sciences, 8, 9, 1145--1147, 10.1139/e71-100"
"557ca5e2e138239225f8692d" "Dunham, Robert Jacob, 1961, Geology of uranium in the Chadron area, Nebraska and South Dakota, Open-File Report, , , , "
"54b43247e138239d86849aac" "Grahn, Yngve; Caputo, Mário V., 1992, Early Silurian glaciations in Brazil, Palaeogeography, Palaeoclimatology, Palaeoecology, 99, 1-2, 9--15, 10.1016/0031-0182(92)90003-N"
"5a2ada47cf58f18e6040b502" "Dzik, Jerzy; Martyshyn, Andrej, 2017, Hydraulic sediment penetration and seasonal growth of petalonamean basal discs from the Vendian of Ukraine, Precambrian Research, 302, , 140--149, 10.1016/j.precamres.2017.09.024"
"57f92e5bcf58f132070c8a1f" "Wellman, Charles H.; Strother, Paul K.; Smith, Andrew, 2015, The terrestrial biota prior to the origin of land plants (embryophytes): a review of the evidence, Palaeontology, 58, 4, 601--627, 10.1111/pala.12172"
"57488fd6cf58f1534e5fb36f" "Hoffman, Paul, 1969, Proterozoic paleocurrents and depositional history of the East Arm fold belt, Great Slave Lake, Northwest Territories, Canadian Journal of Earth Sciences, 6, 3, 441--462, 10.1139/e69-042"
"56ab1801cf58f194425336e8" "THOMAS, B. M.; WILLINK, R. J.; GRICE, K.; TWITCHETT, R. J.; PURCELL, R. R.; ARCHBOLD, N. W.; GEORGE, A. D.; TYE, S.; ALEXANDER, R.; FOSTER, C. B.; BARBER, C. J., 2004, Unique marine Permian-Triassic boundary section from Western Australia, Australian Journal of Earth Sciences, 51, 3, 423--430, 10.1111/j.1400-0952.2004.01066.x"
"5750dececf58f1b385fc3890" "Young, G. M.; Jefferson, C. W., 1975, Late Precambrian Shallow Water Deposits, Banks and Victoria Islands, Arctic Archipelago, Canadian Journal of Earth Sciences, 12, 10, 1734--1748, 10.1139/e75-154"
"54b43288e138239d86854eed" "Chowdhury, Ali H.; Noble, James P.A., 1993, Feldspar albitization and feldspar cementation in the Albert Formation reservoir sandstones, New Brunswick, Canada, Marine and Petroleum Geology, 10, 4, 394--402, 10.1016/0264-8172(93)90083-5"
"559e007de138230816dada8b" "Leibold, A. M.; Detra, D. E.; Motooka, J. M., 1987, Geochemical evaluation of the mineral resources of the Browns Canyon area, Chaffee County, Colorado, Open-File Report, , , , "
"57484d0acf58f13fa04fd87c" "Marsh, Erin E; Goldfarb, Richard J; Hart, Craig J.R; Johnson, Craig A, 2003, Geology and geochemistry of the Clear Creek intrusion-related gold occurrences, Tintina Gold Province, Yukon, Canada, Canadian Journal of Earth Sciences, 40, 5, 681--699, 10.1139/e03-018"
"5c2f36071faed655488b5de8" "LI, Chaochun; OU, Chenghua, 2018, Modes of Shale-Gas Enrichment Controlled by Tectonic Evolution, Acta Geologica Sinica - English Edition, 92, 5, 1934--1947, 10.1111/1755-6724.13686"
"558fcfc4e13823109f3eebee" "Bernstein, Lawrence R., 1986, Geology and mineralogy of the Apex germanium-gallium mine, Washington County, Utah, Bulletin, , , , "
"54ceb323e138236bcc92a987" "Scott, Clint; Wing, Boswell A.; Bekker, Andrey; Planavsky, Noah J.; Medvedev, Pavel; Bates, Steven M.; Yun, Misuk; Lyons, Timothy W., 2014, Pyrite multiple-sulfur isotope evidence for rapid expansion and contraction of the early Paleoproterozoic seawater sulfate reservoir, Earth and Planetary Science Letters, , , 95--104, 10.1016/j.epsl.2013.12.010"
"58bc3655cf58f1147fed76f7" "Azaraien, Hassan; Shahabpour, Jamshid; Aminzadeh, Balandeh, 2017, Metallogenesis of the sediment-hosted stratiform Cu deposits of the Ravar Copper Belt (RCB), Central Iran, Ore Geology Reviews, 81, , 369--395, 10.1016/j.oregeorev.2016.09.035"
"55b3dbb7e138231cbdd6d431" "James, Harold Lloyd; Dutton, C.E.; Pettijohn, F.J.; Wier, K.L., 1968, Geology and ore deposits of the Iron River-Crystal Falls district, Iron County, Michigan, Professional Paper, , , , 10.3133/pp570"
"54e1260be138238a47f9770c" "Korom, Scott F.; Schuh, William M.; Tesfay, Tedros; Spencer, Eben J., 2012, Aquifer denitrification and in situ mesocosms: Modeling electron donor contributions and measuring rates, Journal of Hydrology, , , 112--126, 10.1016/j.jhydrol.2012.02.023"
"57317b3dcf58f18617ec5f11" "Allan M. Gutstadt, 1968, Petrology and Depositional Environments of the Beck Spring Dolomite (Precambrian), Kingston Range, California, SEPM Journal of Sedimentary Research, Vol. 38, , , 10.1306/74d71b54-2b21-11d7-8648000102c1865d"
"54e99996e138237cc9151298" "Mortimore, R.N.; Pomerol, B., 1987, Correlation of the Upper Cretaceous White Chalk (Turonian to Campanian) in the Anglo-Paris Basin, Proceedings of the Geologists' Association, 98, 2, 97--143, 10.1016/S0016-7878(87)80001-9"
"54b43273e138239d8685141a" "Harley, S.L.; Snape, I.; Black, L.P., 1998, The evolution of a layered metaigneous complex in the Rauer Group, East Antarctica: evidence for a distinct Archaean terrane, Precambrian Research, 89, 3-4, 175--205, 10.1016/S0301-9268(98)00031-X"
"5682a7becf58f13bc8eceae2" "SELDEN, PAUL A.; BAKER, ANNE S.; PHIPPS, KENNETH J., 2008, AN ORIBATID MITE (ARACHNIDA: ACARI) FROM THE OXFORD CLAY (JURASSIC: UPPER CALLOVIAN) OF SOUTH CAVE STATION QUARRY, YORKSHIRE, UK, Palaeontology, 51, 3, 623--633, 10.1111/j.1475-4983.2008.00769.x"
"58d06634cf58f14634c551a6" "Zhou, B.; Whitford, D. J., 1994, Geochemistry of the Mt Wright Volcanics from the Wonominta Block, northwestern New South Wales, Australian Journal of Earth Sciences, 41, 4, 331--340, 10.1080/08120099408728142"
"54b4326fe138239d86850a6d" "Hollis, J.A.; Carson, C.J.; Glass, L.M.; Kositcin, N.; Scherstén, A.; Worden, K.E.; Armstrong, R.A.; Yaxley, G.M.; Kemp, A.I.S., 2014, Detrital zircon U–Pb–Hf and O isotope character of the Cahill Formation and Nourlangie Schist, Pine Creek Orogen: Implications for the tectonic correlation and evolution of the North Australian Craton, Precambrian Research, , , 35--53, 10.1016/j.precamres.2014.02.013"
"5907afeccf58f1abf7d55171" "Smith, Arthur E., 1988, Arkansas Mineral Locality Index, Rocks & Minerals, 63, 2, 104--125, 10.1080/00357529.1988.11761826"
"590762a7cf58f18fc090d7b2" "Huizing, Terry E.; Russell, Richard E., 1986, Indiana Minerals A • Locality • Index, Rocks & Minerals, 61, 3, 136--152, 10.1080/00357529.1986.11768455"
"5682db44cf58f1479a0ab6cc" "REECKMANN, SARAH ANNE, 1981, Relationships between lithology and diagenesis in a limeston-marl facies transition: an electron microprobe study, Sedimentology, 28, 5, 643--652, 10.1111/j.1365-3091.1981.tb01926.x"
"55c17260cf58f1a8110b8067" ", 2008, Goldschmidt Abstracts 2008- I, Geochimica et Cosmochimica Acta, 72, 12, A406--A417, 10.1016/j.gca.2008.05.012"
"56ac47f5cf58f19442534eb9" "Tripathi, Jayant K.; Rajamani, V., 2003, Weathering control over geomorphology of supermature Proterozoic Delhi quartzites of India, Earth Surface Processes and Landforms, 28, 13, 1379--1387, 10.1002/esp.501"
"57beda52cf58f13b93a7d1a3" "Harrison, J. C.; Jackson, M. P. A., 2014, Exposed evaporite diapirs and minibasins above a canopy in central Sverdrup Basin, Axel Heiberg Island, Arctic Canada, Basin Research, 26, 4, 567--596, 10.1111/bre.12037"
"54e54d23e138237cc915009d" "Grosch, Eugene G.; McLoughlin, Nicola, 2013, Paleoarchean sulfur cycle and biogeochemical surface conditions on the early Earth, Barberton, South Africa, Earth and Planetary Science Letters, , , 142--154, 10.1016/j.epsl.2013.06.035"
"54b757e5e138230a74d158cd" "Radley, Jonathan D.; Allen, Percival, 2012, The Wealden (non-marine Lower Cretaceous) of the Wessex Sub-basin, southern England, Proceedings of the Geologists' Association, 123, 2, 319--373, 10.1016/j.pgeola.2012.01.002"
"55a770bae13823757cc6fff7" "Nash, J. Thomas; Ludwig, K. R., 1979, Limitations on genesis of uranium ores, Midnite Mine, Washington, based on lead-uranium ages, Open-File Report, , , , 10.3133/ofr791178"
"5791dbeacf58f1aa8e8dbe17" "HUEBER, FRANCIS M., 1983, A new species of Baragwanathia from the Sextant Formation (Emsian) Northern Ontario, Canada, Botanical Journal of the Linnean Society, 86, 1-2, 57--79, 10.1111/j.1095-8339.1983.tb00717.x"
"5732e42ccf58f101973e36f1" "Bruce W. Boyer, 1981, Tertiary Lacustrine Sediments from Sentinel Butte, North Dakota and the Sedimentary Record of Ectogenic Meromixis, SEPM Journal of Sedimentary Research, Vol. 51, , , 10.1306/212f7c98-2b24-11d7-8648000102c1865d"
"55b8535be13823bd29ba86e2" "McCollum, Linda Busby; Miller, David M., 1991, Cambrian stratigraphy of the Wendover area, Utah and Nevada, Bulletin, , , , "
"54b43249e138239d8684a0a0" "Tobin, Kenneth J.; Bergstrom, Stig M., 2002, Implications of Ordovician (≈460 Myr) marine cement for constraining seawater temperature and atmospheric pCO2, Palaeogeography, Palaeoclimatology, Palaeoecology, 181, 4, 399--417, 10.1016/S0031-0182(01)00436-9"
"55b89a6ce13823bd29ba88af" "Mast, M. Alisa; Turk, John T., 1999, Environmental characteristics and water quality of hydrologic benchmark network stations in the Eastern United States, 1963-95, Circular, , , , 10.3133/cir1173A"
"55a8120ee13823757cc70436" "Purdy, T. L.; Milton, N. M.; Eiswerth, B. A., 1986, Spectral reflectance of vegetation in the Idaho Cobalt District; potential for exploration using remote sensing, Open-File Report, , , , "
"56c1b2a1cf58f15c72c90469" "DEGENS, EGON T.; HUNT, JOHN M.; REUTER, J. HELMUT; REED, W. E., 1964, DATA ON THE DISTRIBUTION OF AMINO ACIDS AND OXYGEN ISOTOPES IN PETROLEUM BRINE WATERS OF VARIOUS GEOLOGIC AGES1, Sedimentology, 3, 3, 199--225, 10.1111/j.1365-3091.1964.tb00460.x"
"58d06638cf58f14634c551b2" "Krcmarov, R. L.; Stewart, J. I., 1998, Geology and mineralisation of the Greenmount Cu‐Au‐Co deposit, southeastern Marimo Basin, Queensland, Australian Journal of Earth Sciences, 45, 3, 463--482, 10.1080/08120099808728404"
"557fb9f9e13823bc80ba27fd" "Young, Edward J.; Lovering, T.G., 1966, Jasperoids of the Lake Valley mining district, New Mexico, Bulletin, , , , 10.3133/b1222D"
"54b43270e138239d86850c9e" "Guy, B.M.; Ono, S.; Gutzmer, J.; Kaufman, A.J.; Lin, Y.; Fogel, M.L.; Beukes, N.J., 2012, A multiple sulfur and organic carbon isotope record from non-conglomeratic sedimentary rocks of the Mesoarchean Witwatersrand Supergroup, South Africa, Precambrian Research, , , 208--231, 10.1016/j.precamres.2012.06.018"
"557f9ce9e13823bc80ba2783" "Fischer, Richard Philip; Luedke, R.G.; Sheridan, M.J.; Raabe, R.G., 1968, Mineral resources of the Uncompahgre primitive area, Colorado, Bulletin, , , , 10.3133/b1261C"
