legend_id,source_id,name,strat_name,age,dec,comments,lith_class 
29118,21,Metavolcanic rocks west of the Coast plutonic complex of Brew and Morrell (1979b),,Triassic to Paleozoic,"Greenschist, and subordinate green semischist, dark gray slate and phyllite, metagraywacke, fine-grained black marble, quartzite, and metachert in the western part of the Coast Mountains plutonic-metamorphic Complex. Protoliths include andesite and basalt flows, graywacke turbidites, limestone and chert.  South of Holkham Bay the unit appears to be approximately 3 km thick.  In the Ketchikan area, unit includes volcanic rocks of uncertain Permian or Triassic age in the Alava sequence. In the Ketchikan area, consists of metamorphosed intermediate to mafic volcanic pillow flows, breccia, and tuff, agglomerate, volcaniclastic rocks, and subordinate marble and siliceous limestone, with preserved primary textures.  Unit corresponds to undifferentiated metavolcanic components of the Alava sequence. Generally the Triassic rocks are less deformed than the Paleozoic rocks; the Triassic part of the unit is inferred to rest unconformably on the Upper Paleozoic part of the unit. The Triassic volcanic rocks are associated with black phyllite and carbonaceous and argillaceous marble; the Upper Paleozoic volcanic rocks are associated with finely laminated light brown to light gray crinoidal marble and argillite. Metamorphic minerals include albite, quartz, chlorite, epidote, actinolite, calcite, pyrite, and sphene, indicating greenschist facies regional metamorphism.  Corresponds to part of MzPzmv of Berg and others (1988), and part of Alava sequence of Rubin and Saleeby (1991).  These metavolcanic rocks are tightly folded and faulted, lack age control, and are associated with rocks that contain Permian and Triassic fossils. On Revillagigedo Island, mafic flows locally include lenses of crinoidal marble.  Associated crinoidal marble (Pm) that includes lenses of  mafic volcaniclastic debris contains Pennsylvanian to Permian conodonts and Early Permian brachiopods (Berg and Cruz, 1982; Silberling and others, 1982).  In other places on Revillagigedo Island, mafic metavolcanic rocks are adjacent to metasedimentary rocks that include carbonaceous marble that contains Halobia of Triassic age.",,{igneous}
37393,22,New Albany Shale,New Albany Shale,Middle Devonian | Lower Mississippian,"Shale, grayish-black, carbonaceous, pyritic; contains a few phosphate nodules in upper part; lower few feet locally contains vertical quartz veins about an inch thick filling a joint system.",MDna; Junction City Quadrangle (GQ-981) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=932 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=341NALB&gq_num=981&map_level=24K,{sedimentary}
29117,21,Metavolcanic rocks west of the Coast plutonic complex of Brew and Morrell (1979b),,Triassic to Paleozoic,"Green schist, and subordinate green semischist, dark gray slate and phyllite, metagraywacke, fine-grained black marble, quartzite, and metachert in the western part of the Coast Mountains plutonic-metamorphic Complex. Protoliths include andesite and basalt flows, graywacke turbidites, limestone and chert.  South of Holkham Bay the unit appears to be approximately 3 km thick.  In the Ketchikan area, unit includes volcanic rocks of uncertain Permian or Triassic age in the Alava sequence. In the Ketchikan area, consists of metamorphosed intermediate to mafic volcanic pillow flows, breccia, and tuff, agglomerate, volcaniclastic rocks, and subordinate marble and siliceous limestone, with preserved primary textures.  Unit corresponds to undifferentiated metavolcanic components of the Alava sequence. Generally the Triassic rocks are less deformed than the Paleozoic rocks; the Triassic part of the unit is inferred to rest unconformably on the Upper Paleozoic part of the unit. The Triassic volcanic rocks are associated with black phyllite and carbonaceous and argillaceous marble; the Upper Paleozoic volcanic rocks are associated with finely laminated light brown to light gray crinoidal marble and argillite. Metamorphic minerals include albite, quartz, chlorite, epidote, actinolite, calcite, pyrite, and sphene, indicating greenschist facies regional metamorphism.  Corresponds to part of MzPzmv of Berg and others (1988), and part of Alava sequence of Rubin and Saleeby (1991).  These metavolcanic rocks are tightly folded and faulted, lack age control, and are associated with rocks that contain Permian and Triassic fossils. On Revillagigedo Island, mafic flows locally include lenses of crinoidal marble.  Associated crinoidal marble (Pm) that includes lenses of  mafic volcaniclastic debris contains Pennsylvanian to Permian conodonts and Early Permian brachiopods (Berg and Cruz, 1982; Silberling and others, 1982).  In other places on Revillagigedo Island, mafic metavolcanic rocks are adjacent to metasedimentary rocks that include carbonaceous marble that contains Halobia of Triassic age.",,{igneous}
29141,21,Metavolcanic rocks west of the Coast plutonic complex of Brew and Morrell (1979b),,Triassic to Paleozoic,"Metamorphosed intermediate to mafic volcanic pillowed and flow rocks, breccia and tuff, agglomerate, volcaniclastic rocks, and subordinate marble and siliceous limestone, with preserved primary textures.  Unit corresponds to undifferentiated metavolcanic components of the Alava sequence.  The Triassic part of the unit is inferred to rest unconformably on the Upper Paleozoic part of the unit.  The Triassic volcanic rocks are associated with black phyllite and carbonaceous and argillaceous marble; the Upper Paleozoic volcanic rocks are associated with finely laminated light brown to light gray crinoidal marble and argillite.  Generally the Triassic rocks are less deformed than the Paleozoic rocks.  Greenschist metamorphic minerals include albite, quartz, chlorite, epidote, actinolite, calcite, pyrite, and sphene.  Unit includes dark green, silvery green, and gray green phyllite and schist, with intercaltated metachert and marble and carbonaceous gray phyllite.  Corresponds to part of MzPzmv of Berg and others (1988), and part of Alava sequence of Rubin and Saleeby (1991).",,{metamorphic}
37374,22,New Albany Shale,New Albany Shale,Middle Devonian | Lower Mississippian,"Shale, carbonaceous, dark-gray; conchoidal fracture where fresh, laminated where weathered; contains laminae and blebs of pyrite.  Upper 5 feet contains a few scattered phosphatic nodules.  A light-greenish-gray silty clay shale occurs 15 to 20 feet above base.  Weathered outcrops yield iron-stained platy fragments.  Basal contact at most places is sharp, well exposed.",MDna; Bradfordsville Quadrangle (GQ-1386) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=438 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=341NALB&gq_num=1386&map_level=24K,{sedimentary}
37447,22,Ohio Shale,Ohio Shale,Middle Devonian | Upper Devonian,"Shale, dark-gray to black, thin- and evenly bedded, fissile, highly carbonaceous, moderately indurated, rarely pyritic; weathers to light-grayish-brown chips.  Locally greenish-gray clayey shale 1 to 5 feet thick occurs near base.  Springs are common near base; water is generally sulphurous; rock has low porosity but is permeable where highly fractured or jointed.  Contains abundant conodonts and very rare small brachiopods.  Rests unconformably on Bisher(?) Limestone or on Crab Orchard Formation; thins southwestward.  Relatively resistant to erosion, forms distinct topographic bench at upper contact and steep slopes along valley walls.",Do; Burtonville Quadrangle (GQ-396) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=674 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=341OHIO&gq_num=396&map_level=24K,{sedimentary}
84464,205,sedimentary rocks,,Lower Triassic to Middle Triassic,"Dark grey, locally fetid and pyritic, thin-bedded carbonaceous limestone and calcareous siltstone.",Stikinia terrane,"{metamorphic,sedimentary}"
37441,22,Ohio Shale,Ohio Shale,Middle Devonian | Upper Devonian,"Shale, dark-gray to black, some brownish-black, weathers medium gray to brown with local grayish-yellow coatings; thin bedded, fissile; highly carbonaceous, local pyrite nodules; contains abundant amber-colored plant spore cases, common fish scales, and locally, fish plates, conodonts, and linguloid brachiopods.  Contains a few lenses of calcareous siltstone.  Near base has lenses of grayish-green clayey shale as much as 5 feet thick; thinner lenses occur locally within formation.  Mineralized springs are common at or near base.  Forms moderate to steep slopes; top usually forms prominent bench on hillsides.  Unconformity at base commonly marked by a thin punky ferruginous zone containing well-rounded quartz sand.",Do; Flemingsburg Quadrangle (GQ-837) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=869 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=341OHIO&gq_num=837&map_level=24K,{sedimentary}
37356,22,New Albany Shale,New Albany Shale,Middle Devonian | Lower Mississippian,"Shale, bituminous, silty, olive black to grayish black; weathers very light gray on surface; massive, dense; conchoidal fracture on fresh surface; weathers to thin, fissile, brittle chips; pyrite abundant as blebs, veinlets, and disseminated particles; exposures rare; maximum thickness preserved along axis of Lyndon syncline of Butts (1915), and inferred from structure; basal 15 feet exposed in excavation along west side of Watterson Expressway about 2,000 feet southwest of U.S. Highway 42 just beyond south edge of quadrangle at time of mapping. Calcareous ""trashy"" zone at base commonly cemented by pyrite and marks unconformity with underlying unit.",Dna; Anchorage Quadrangle (GQ-906) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=902 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=341NALB&gq_num=906&map_level=24K,{sedimentary}
82142,133,Pyroxene Granite,Lake Hopatcong Intrusive Suite,Mesoproterozoic,"Gray- to buff- or white-weathering, greenish-gray, medium- to coarse-grained, massive, gneissoid to indistinctly foliated granite containing mesoperthite to microantiperthite, quartz, oligoclase, and clinopyroxene. Common accessory minerals include titanite, magnetite, apatite, and trace amounts of pyrite. Some phases are monzonite, quartz monzodiorite, or granodiorite. Locally includes small bodies of amphibolite not shown on map.","Lake Hopatcong Intrusive Suite (Middle Proterozoic) (Drake and Volkert, 1991) Original map source: Dalton, R.F., Herman, G.C., Monteverde, D.H., Pristas, R.S., Sugarman, P.J., and Volkert, R.A., 1999, New Jersey Department of Environmental Protection, Bedrock Geology and Topographic Base Maps of New Jersey: New Jersey Geological Survey CD Series CD 00","{igneous,metamorphic}"
29167,21,Mixed assemblage of metasedimentary and metavolcanic rocks in the Brooks Range,,Devonian to Proterozoic,"Orange weathering white to cream quartzite, quartz conglomerate, and schistose conglomerate.  Locally quartzite contains abundant pyrite and is interbedded with minor calcareous, muscovite quartzite, and yellow weathering gray laminated calcareous phyllite.",,{metamorphic}
37388,22,New Albany Shale,New Albany Shale,Middle Devonian | Lower Mississippian,"Shale, dark-gray to black, highly carbonaceous, weathers medium gray to light brown; highly fissile; sparsely pyritic.  Contains sparse interbeds of gray silty clay shale as much as 8 inches thick; three such beds in a zone about 6 feet thick and about 50 feet below top of unit designated the Three Lick Bed by Provo and others (1977) who consider it to be a regional stratigraphic marker.  Dolomite, dark-gray, clayey and silty; in beds a few inches to 4 feet thick, locally contorted in flow rolls; interbedded with black shale in lower part of unit over an interval as much as 12 feet thick; thickest in southeastern part of quadrangle, absent between Kiddville and Levee, thin and locally absent in northeastern part of quadrangle.  Basal contact of unit sharp, conformable, generally well exposed where unit overlies Boyle Dolomite; elsewhere base unconformable, poorly exposed; contact generally well located except on upper slopes of hills in northeastern part of quadrangle.",MDna; Levee Quadrangle (GQ-1478) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=495 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=341NALB&gq_num=1478&map_level=24K,{sedimentary}
37363,22,New Albany Shale,New Albany Shale,Middle Devonian | Lower Mississippian,"Shale, black, silty, carbonaceous, petroliferous, uraniferous (Conant and Swanson, 1961), thinly laminated, well-jointed; contains nodules of marcasite or pyrite; weathers to slabby and papery light-gray surfaces commonly stained with iron oxide; locally coated with sulfur or other mineral bloom along joints and cracks.  Light-gray to dark-brown phosphatic nodules 2 to 5 inches long are abundant in upper 2 feet.  Basal contact unconformable, well exposed in stream beds and roadcuts.  Unit same as Chattanooga Shale of the Phil quadrangle (Maxwell, 1965).",MDna; Liberty Quadrangle (GQ-946) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=920 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=341NALB&gq_num=946&map_level=24K,{sedimentary}
38811,22,Sunbury Shale,Sunbury Shale,Mississippian,"Shale, dark-gray to black; weathers medium gray; thin bedded, fissile, highly carbonaceous, locally pyritic; contains locally abundant conodonts. Forms low slopes with thin soil mantle. Contacts sharp.",Msu; Tollesboro Quadrangle (GQ-661) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=795 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=339SNBR&gq_num=661&map_level=24K,{sedimentary}
37276,22,Mooretown Formation,Mooretown Formation,Mississippian,"Clay shale and sandstone: Clay shale is grayish olive or grayish green, slightly calcareous, weathers to yellowish clay soil; occurs in upper 20 to 30 feet of fill in large channel and in irregular, discontinuous layer on eroded surface of Paoli Limestone; shale in channel contains a few poorly preserved spiriferoid brachiopods.  At one place, unit contains a 3- to 4-inch coal bed in 5 feet of black shale, and an 8- to 12-inch bed of brownish-gray, sublithographic limestone.  Sandstone is light brown to grayish orange, weathers moderate brown or light gray; thick bedded, commonly crossbedded, weathers blocky to massive; fine to medium grained, well sorted, poorly to moderately well cemented; contains scattered plant impressions.  Sandstone is orthoquartzite cemented by overgrowths; contains minor amounts of clay and feldspar; heavy minerals include well-rounded tourmaline and magnetite, angular to subangular zircon and rutile; authigenic and secondary minerals are pyrite, anatase, limonite, and leucoxene.  Occurs in narrow, steep-walled channel that forms Sand Ridge; crossbedding in channel dips southwest.  A few beds of sandy, oolitic, bioclastic limestone are interbedded with sandstone at two places along edge of channel.  Sandstone member also occurs in shallower channel cut into upper Paoli Limestone at north end of Bee Knob Hill.  Much of unit along Sand Ridge has slumped as underlying limestone has gone into solution; bedding is disturbed or obliterated; sandstone is friable, cut by dikes of red clay.",Mmo; Flaherty Quadrangle (GQ-229) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=566 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=332MRTN&gq_num=229&map_level=24K,{sedimentary}
26143,21,Akmalik Chert and other black chert of the Lisburne Group,Akmalik Chert,Mississippian,"De Long Mountains Subterrane:  Black, pyritic, bedded chert; minor limestone",,{sedimentary}
49930,50,Appekunny Formation,Appekunny Formation,Middle Proterozoic,"At Apikuni Mountain in northeastern part of park, the Appekunny is informally subdivided into five members designated 1 through 5 in ascending order; members are not mapped separately. On west side of park only parts of members 5, 4, and 3 are present and are mapped along with the disconformably underlying Prichard Formation as unit Yapp. On east side of park, the Appekunny disconformably overlies the Altyn Formation (see fig. 1); the contact between the two is placed on top of the uppermost dolomite bed of the Allyn and locally shows as much as 2 m of erosional relief. Thickness on east side of park ranges from 530 to 690 m. Member thicknesses are from measured section near Apikuni Mountain. Member 5 consists of bright-green argillite and lesser amounts of siltite. Lamination is wavy, nonparallel, lining-upward couplets. Mud-chip breccias, fluid-escape structures, and dolomite-filled subaqueous shrinkage cracks common. About 60 m thick. Member 4 contrasts sharply with member 5 and is poorly exposed because outcrops are mostly cleaved and easily weathered. Member consists of thin to very thin laminae of olive siltite and thin lenticular beds of rusty-brown arenite. Commonly stained by iron and manganese oxides. Notably cleaved, folded, and faulted near thrust faults. Lower contact placed at base of lowermost sequence of thinly laminated siltite. About 135 m thick. Member 3 is characterized by interlaminated and interbedded grayish-green siltite, yellowish-brown arenite, and lesser amounts of grayish-green argillite; subaqueous shrinkage cracks, load structures, and mud-chip breccia common. Lamination is wavy nonparallel; arenite beds typically contain pyrite. Lower contact placed at base of lowermost bed of pyritic arenite, where pyritic arenite and overlying beds are wavy laminated and contain numerous shallow-water sedimentary structures. About 165 m thick. Member 2 consists mostly of interlaminated siltite and some argillite. Thin arenite beds, 2.5-7.5 cm thick, common in lower part. Bed lamination is even parallel to nonparallel and curved nonparallel; some beds show broad, low-angle hummocky cross-lamination and small-scale, scour-and-fill structures. Lower contact is placed on top of uppermost maroon sequence of member 1 and generally coincides with an increase in thickness of siltite laminae in member 2. In areas where maroon beds are absent, contact between members 1 and 2 may be indistinguishable. About 165 m thick. Member 1 closely resembles member 2 except for the presence of maroon beds and consists of alternating successions of pale-maroon and grayish-green siltite and minor argillite. Laminae are generally thinner in member 1 than in member 2. A quartz arenite interval forms a key marker about 55 m above base of member 1. This interval thins gradually northward from about 25 m at Elk Mountain (at south end of park) to 15 m at Bear Mountain (near U.S.-Canada boundary). About 135 m thick",,{sedimentary}
26242,21,Augen gneiss and orthogneiss,,Early Mississippian and Late Devonian,"Light- to dark-brown weathering, quartz-K-feldspar porphyry dome and associated aphanitic vitreous muscovite- feldspar-quartz beds (metatuff, metaexhalite) near top of Pzbp unit. Rhyolite is porphyritic with white, Carlsbad-twinned, subhedral K-feldspar and rounded or embayed, gray beta-quartz phenocrysts in an aphanitic groundmass of sericite, feldspar, and quartz with disseminated pyrite blebs. Associated aphanitic, vitreous quartzite beds (metaexhalites ?) in same stratigraphic horizon are finely laminated, muscovite-feldspar-quartz rock with altered feldspar and pyrite clots",,{metamorphic}
77524,133,Baraga Group; Tyler Formation,Tyler Formation,Paleoproterozoic,"Light- to dark-gray, feldspathic, fine-grained sandstone, argillaceous siltstone, and argillite.  Near base, ferruginous argillite contains beds of cherty sideritic and pyritic iron-formation","Continental margin assemblage (north of Niagara Fault) Original map source: Cannon, W.F., Kress, T.H., Sutphin, D.M., Morey, G.B., Meints, Joyce, and Barber-Delach, Robert, 1997, Digital Geologic Map and mineral deposits of the Lake Superior Region, Minnesota, Wisconsin, Michigan: USGS Open-File Report 97-455 (version 3, Nov. 19",{sedimentary}
77525,133,Baraga Group; Tyler Formation,Tyler Formation,Paleoproterozoic,"Light- to dark-gray, feldspathic, fine-grained sandstone, argillaceous siltstone, and argillite.  Near base, ferruginous argillite contains beds of cherty sideritic and pyritic iron-formation","Continental margin assemblage (north of Niagara Fault) Original map source: Cannon, W.F., Kress, T.H., Sutphin, D.M., Morey, G.B., Meints, Joyce, and Barber-Delach, Robert, 1997, Digital Geologic Map and mineral deposits of the Lake Superior Region, Minnesota, Wisconsin, Michigan: USGS Open-File Report 97-455 (version 3, Nov. 19",{sedimentary}
54272,97,Batesville Sandstone,Batesville Sandstone,"Upper Mississippian, Chesterian","Fine- to very fine grained, light- to medium-brown, calcite-cemented sandstone with interbedded limestone. Thin to medium beds are typically parallel laminated with low-angle crossbeds common in upper part of unit. Sandstone commonly contains burrows on bedding plane surfaces and breaks into thin flat blocks. One or more discontinuous, 1-3-ft- (0.3-1-m-) thick, medium- to dark-gray, fetid, fossiliferous limestone beds are locally interbedded with sandstone; limestone beds are more abundant in western map area. The Hindsville Limestone Member (Purdue and Miser, 1916) is present in the northwest map area at base of formation and is as much as 5 ft (1.5 m) thick in the Cecil Creek drainage. Hindsville Limestone Member is distinguished by the presence of subangular clasts of white chert that range in size to as much as 2 in (5 cm). Limestone beds of the Batesville are fossiliferous and contain crinoids and brachiopods. Both sandstone and limestone beds may contain 2- to 10-mm-diameter oxidized pyrite framboids that weather to reddish-brown spheres. The Batesville commonly forms a topographic ledge that forms small waterfalls along streams. Where stripped of overlying Fayetteville Shale, the top of the Batesville is typically a topographic flat that may host sinkholes formed by collapse into dissolution cavities in underlying Boone Formation. Thickness is 10-40 ft (3-12 m)",,{sedimentary}
54290,98,Batesville Sandstone,Batesville Sandstone,"Upper Mississippian, Chesterian","Fine- to very fine grained, light- to medium-brown, calcite-cemented sandstone with interbedded limestone. Thin to medium beds are typically parallel laminated with low-angle crossbeds common in upper part of unit. Sandstone commonly contains burrows on bedding plane surfaces and breaks into tabular blocks. One or more discontinuous, 1–3-ft- (0.3–1-m-) thick, medium- to dark-gray, fetid, fossiliferous limestone beds are locally interbedded with sandstone. The Hindsville Limestone Member (Purdue and Miser, 1916) is present in the northeast map area at the base of the formation and is as much as 5 ft (1.5 m) thick in the Cecil Creek drainage. Hindsville Limestone Member is distinguished by the presence of subangular clasts of white chert that range in size to as much as 2 in. (5 cm). Limestone beds of the Batesville contain crinoids and brachiopods. Sandstone and limestone beds contain 2–10-mm-diameter oxidized pyrite framboids that weather to reddish-brown spheres. The Batesville commonly forms a topographic ledge that forms small waterfalls along streams. Where stripped of overlying Fayetteville Shale, the top of the Batesville is typically a topographic flat that hosts sinkholes formed by collapse into dissolution cavities in underlying Boone Formation. Thickness is 3–30 ft (1–9 m) and is greatest in the northeastern part of the area",,{sedimentary}
34082,22,Beech Creek Limestone Member,Beech Creek Limestone Member,Mississippian,"Limestone, light- to medium-gray, weathers medium gray to dark brownish gray and light yellowish brown; fine to medium crystalline, rarely coarsely crystalline; fossil fragmental, hard, platy to thin bedded; locally very thin layer of oolitic limestone at top; in places southwest of Tousey upper 1 foot is very sandy and contains many pyrite crystals and ferruginous nodules on the upper surface.  The brachiopod Inflatia inflata (McChesney) is abundant on bedding planes in upper 2 feet and is an excellent stratigraphic marker; other fossils include abundant large crinoid columnals, other brachiopods, horn corals, and gastropods.  Unit crops out as ledge in hillsides and along streams. Generally less than 10 feet thick but reported to be 18 feet thick in well in Carter coordinates sec. 12, M-35.  Mapped with underlying unit. \nBEECH CREEK LIMESTONE MEMBER AND ELWREN SANDSTONE EQUIVALENT USGS Unit Info: GEOLEX (id: 1542)   Shale and sandstone: Shale, medium-light-gray and light-greenish-gray to light-olive-gray, weathers light olive gray to light greenish gray; clayey to sandy; locally, small nodules of bright orange-brown- to moderate-yellowish-brown-weathering ferruginous siltstone.  Some thin beds of light-gray very fine grained sandstone, particularly in fault system along Short Creek; weathers light yellowish brown; contains some very small plant impressions.  Unit generally less than 20 feet thick but drill-hole data from scattered wells record as much as 40 feet.  Unit very poorly exposed; forms gentle slope above resistant bench of Reelsville Limestone.",Mgc; Falls Of Rough Quadrangle (GQ-1360) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=422 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=332BECE&gq_num=1360&map_level=24K,{sedimentary}
34113,22,"Beechwood Limestone Member, Sellersburg Limestone",Beechwood Limestone Member,Middle Devonian | Upper Devonian,"Limestone, light-gray to light-greenish-gray, weathers moderate yellowish brown to dark yellowish orange; fossil fragmental, with coarse to very coarse grained fossil fragments and whole fossils in a very fine grained mud matrix; very thin to thin bedded, locally crossbedded, stylolitic; weathers to rounded massive slabs on which slightly resistant dull white fossil remains stand out in sharp relief from brownish matrix.  Stem plates and crushed calyces of the crinoid commonly called Dolatocrinus are distinctive.  Pyrite common at top and base.  In abandoned quarry northeast of Bardstown Junction, basal 0.4 foot contains phosphate nodules 2 inches in diameter and 4 inches long, in a trashy matrix of limy mud, medium quartz sand and silt, with fish scales and other organic phosphatic debris, possibly the Kiddville layer of Foerste as referred to by McFarlan (1943).  Contact with underlying unit marked by a low-angle unconformity, well exposed in east wall of the same quarry.  Unit commonly poorly exposed owing to solution by recent weathering.",Dsb; Shepherdsville Quadrangle (GQ-740) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=828 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=344BCHD&gq_num=740&map_level=24K,{sedimentary}
86521,233,Besa River Formation,Besa River Formation,Devonian - Mississippian,"shale: silty, commonly carbonaceous, dark grey to black, rusty- to dark grey- to blue-grey-weathering, recessive, locally laminated, pyrite and orange-weathering nodules are common near the top; siltstone: commonly siliceous, carbonaceous, dark grey to black, light grey- to orange-brown- to rusty-weathering, thin-bedded, common shaly partings, local laminations; shale: siliceous, light grey to black, rusty- to grey-weathering, laminated or bedded with laminae of non-siliceous shale.",,{sedimentary}
34159,22,Bethel Sandstone and Renault Limestone,Bethel Sandstone; Renault Limestone,Mississippian,"Sandstone and shale; relative proportions variable but generally lower half to two-thirds of unit dominantly light-gray, brown weathering, fine- to medium-grained sandstone; beds 0.1 to 6 inches thick separated by shaly partings, crossbedded locally; upper third to half of unit dominantly medium-gray, sandy shale, locally slightly carbonaceous in upper part. Basal contact is marked by sandstone overlying either shale or limestone of the underlying Renault Formation; contact exposed in western part of Walche Cut, in small draws in the extreme southeast corner of mapped area, and in a new road cut along Kentucky State Highway 672 about 11/4 miles northwest of southeast corner of mapped area.  Most and possibly all of the unit is exposed in western part of Walche Cut. \nBETHEL SANDSTONE AND RENAULT FORMATION USGS Unit Info: GEOLEX (id: 3516)   Renault Formation Limestone and shale: Mostly limestone, light- and medium-gray, finely and medium-crystalline, with irregular-shaped gray chert nodules common; mostly in 1- to 2-foot-thick beds; scattered solitary corals and common crinoid fragments; shale locally at top, generally green and reddish-brown.  Unit best exposed in Cedar Bluff quarry, Walche Cut, and along Kentucky State Highway 672 in southeastern part of mapped area (about 1.2 miles northwest of southeast corner of mapped area). \nLimestone and shale: Limestone, light-brown and light-to medium-gray, mostly argillaceous, locally dolomitic, bedding thickness highly variable, scattered pyrite cubes; 5 to 30 percent of unit is interbedded shale, medium-gray, very calcareous and fossiliferous. Best exposure is in Cedar Bluff quarry. \nLimestone, light- to medium-gray and light-brown, mostly finely crystalline, beds 2 inches to 2 feet thick, scattered beds with crinoid and brachiopod fragments; basal 2 to 3 feet is medium-gray oolitic limestone, which is commonly exposed and is an excellent marker for the basal contact.  Best exposed in Cedar Bluff quarry.",Mbr; Princeton East Quadrangle (GQ-1032) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=245 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=332BTRN&gq_num=1032&map_level=24K,{sedimentary}
34367,22,Boyle Dolomite,Boyle Dolomite,Middle Devonian,"Limestone, upper 2 feet yellowish-brown to light-bluish-gray, dense, medium crystalline, locally argillaceous or cherty; weathers to grayish-brown to dark-brown rounded surfaces.  Locally interbedded with overlying black shale and with lenticular light-yellowish-gray to black calcareous sandy siltstone.  Lower 2 to 4 feet, yellowish-gray to medium-bluish-gray, dense, fine to coarsely crystalline, sporadic large chert nodules some of which contain scattered pyrite grains.  Locally contains tiny glauconite flakes randomly distributed throughout.",Db; Knifley Quadrangle (GQ-294) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=612 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=344BOYL&gq_num=294&map_level=24K,{sedimentary}
70745,170,"Buda Limestone and Del Rio Clay, undivided",Buda Limestone; Del Rio Clay,Upper Cretaceous,"Buda Limestone is bioclastic limestone, partly glauconitic, pyritiferous, and argillaceous; massive bedded. About 15–30 m thick. Del Rio Clay is calcareous, gypsiferous, and pyritic clay and calcareous siltstone; thin bedded. About 60 m thick",,{sedimentary}
89020,270,Campbells Group,Campbells Group,Siluro-Devonian,"Dark grey to black, siliceous, carbonaceous, and pyritic siltstone, shale and mudstone with minor, interbedded, quartzose or volcaniclastic sandstone",,{sedimentary}
34732,22,Chattanooga Shale,Chattanooga Shale,Middle Devonian | Upper Devonian,"Shale, dark-brown to shiny black on bedding planes, velvet brown or black normal to bedding, carbonaceous and petroliferous, fissile to very thin bedded; locally, thin claystone layers separated by thin films of siltstone; locally alternating brown and black claystone layers.  Weathers to small light-brown and gray-brown flakes.  Surface locally covered with iron oxides or reddish, yellowish and white efflorescent salts.  Formation contains many seams, veinlets, and lenses of pyrite as much as 4 inches thick and concretions as much as 2 inches in diameter.  Upper few feet contain grayish- to dark-brown phosphatic nodules, many with septaria or concentric shells of marcasite or pyrite; some have organic nuclei.",Dc; Knifley Quadrangle (GQ-294) | http://kgs.uky.edu/kgsweb/PubsSearching/MoreInfo.asp?titleInput=612 | Map description and column: http://kgs.uky.edu/kgsmap/kgsgeoserver/geolDescID.asp?idType=pointID&fmcode=341CHAT&gq_num=294&map_level=24K,{sedimentary}
