concept_id,name,age,usage_notes,descrip,province,url,ref_id 
35807,Stockingford Shale,Terreneuvian Epoch-Tremadocian Age,Current name,"Mudstone with subsidiary sandstone. Stratified bedrock. Occurs onshore. Deposited during the Comley Series (Cambrian Period) - to - Tremadoc Series (Ordovician Period) (526-477.7 Ma BP). Pale to medium grey or dark grey to black micaceous mudstone, locally calcareous and pyritic, with silty or organic laminae and bands. Burrowed and bioturbated intervals. Some intercalated grey quartzose sandstone beds. 775m in type area (maximum aggregate of partial type sections). Sharp contact of mudstone on massive grey, glauconitic sandstone of the Woodlands Member (Hartshill Sandstone Formation). Some sediment mixing and flame structures at junction. Hard, grey, commonly fractured mudstone overlain with unconformity by beds that may comprise: Devonian sandstone or conglomerate, Carboniferous mudstone, sandstone and Triassic breccia or mudstone.","Extends from Bedworth, northwestwards to just northeast of Woodlands Farm (SP 3688 8633 - 2849 9870).",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=SSH,27
35926,Gamlan,Cambrian Series 3,Current name,"Mudstone with subsidiary sandstone and trace volcaniclastic-mudstone. Stratified bedrock. Occurs onshore. Deposited during the St David's Series (Cambrian Period) (508-499 Ma BP). Grey, green and purple colour-banded, locally pyritic mudstones and thin, coarse-grained turbiditic sandstones. Upper part of Formation manganiferous, with thin mudstone beds near the top. 150 to 240m Conformable, sharply overlain by turbiditic siltstones of the Barmouth Formation. Conformable and transitional with overlying black mudstones of the Clogau Formation (Mawddach Group).","Northern, eastern and southern flanks of Harlech Dome.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=GN,27
35931,Castle Eden Fissure-fill,Mesozoic Era-Ionian Age,Current name,"Breccia. Stratified superficial deposits. Occurs onshore. Formed during the Mesozoic Era () - to - Cromerian Stage (Quaternary Period) (252.2-.48 Ma BP). Breccia formed of limestone and dolostone together with sparse clasts of red mudstone filling subvertical karstic fissures in the limestone and dolostones of the Zechstein Group (formerly Magnesian Limestone). Two distinct units occur. The lower 'unfossiliferous fissure fills' are likely to be either Mesozoic or early Palaeogene in age as they are similar to evaporite dissolution breccias that occur elsewhere within the Permian limestones. The upper 'fossiliferous fissure fills' contain clay in addition to limestone debris that has yielded assemblages of partially pyritized organic material including peat, seeds, tree trunks, ostrocods, mammalian bones and freshwater molluscs. The remains of over 100 species of plant have been identified from lower parts. Of this 'Castle Eden Flora' 64% of the species no longer grow in Britain, or are extinct. This flora suggests an Early Pleistocene age, which is supported by the identification of Mammuthus meridionalis, an elephant that was common in Europe in the Early Pleistocene up to the Cromerian. Sparse glacial erratics of supposed Scandinavian origin have been found in fissure fill deposits south of Limekiln Gill [NZ 4776 3813]. To 25m Unconformable contact with underlying fractured limestones and dolostones of the Zechstein Group (formerly Magnesian Limestone). The fissures are generally linear, vary from 1 to 7m wide and extend up to 25m vertically through the limestone cliffs to rockhead, locally along faults. Other fissure fills are cylindrical in shape. Fissure walls commonly bear subvertical slickensides resulting from compaction and many of the fragments are striated and polished. Channelled erosional, unconformable contact with overlying limestone-rich gravel of the Limekiln Gill Gravel Formation or planar subhorizontal, unconformable contact with dark grey stony sandy silty clay diamicton of the Blackhall Till Formation.",Coast of County Durham.,http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=CEDN,27
35981,Acutistriatum-Comptoni Bed,Callovian Age,Current name,"Mudstone with subsidiary limestone. Stratified bedrock. Occurs onshore. Deposited during the Callovian Age (Jurassic Period) (166.1-163.5 Ma BP). Grey calcareous mudstone, becoming more shelly and shell-detrital upwards, grading into pyritic shell bed (Comptoni Bed), overlain by brownish grey shaly mudstone (at type section) or grey calcareous mudstone with pale grey ovoid argillaceous limestone nodules and burrowed top (from Bedfordshire south) ( Acutistriatum Bed). Comptoni Bed has rich fauna of oysters, nuculacean bivalves, belemnites, and ammonites (including Binatisphinctes comptoni). Acutistriatum Bed fauna is rich in forams, and includes ammonites, notably species of  Kosmoceras, including K. acutistriatum 0.3 to 0.6m; 0.45m at type section. Passage up from relatively unfossiliferous brownish grey mudstone of undifferentiated Peterborough Member into shelly mudstone with fauna of Comptoni Bed as described under Lithology; base of Bed 37 in type section (Hudson and Martill, 1984, p.118). Change up from brownish grey mudstone with fauna of Acutistriatum Bed, as described under Lithology, into greenish grey mudstone of undifferentiated Peterborough Member, top is burrowed; top of Bed 38 in type section (Hudson and Martill, 1994, p. 118).",England; Dorset to Humberside.,http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=ACCO,27
36145,Tullochroisk Semipelite,Neoproterozoic Era,Current name,"Semipelite with subsidiary limestone and trace graphitic pelite, metalimestone and psammite. Stratified bedrock. Occurs onshore. Deposited during the Neoproterozoic Era (Precambrian) (1000-541 Ma BP). Lower part - rusty weathering pyritic semipelite with psammitic beds, non-graphitic; Upper part - semipelite, moderately graphitic, with biotite porphyroblasts. 0 - 200m in Sheet 55W; probably some tectonic thinning. Sharp contact with pale limestone of Strath Fionan Pale Limestone Formation. Sharp boundary with graphitic limestone at base of Blair Atholl Dark Limestone and Dark Schist Formation.","Intermittently from closure of Errochty Synform [NN 713 670] to the south bank of Allt Kynachan [NN 7778 5722]. Not present east of the Loch Tay Fault, where its place is taken by the upper part of the Monzie Limestone and Schist Formation.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=TULS,27
36242,Thorncroft Sand,Bajocian Age-Bathonian Age,Current name,"Sandstone with subsidiary mudstone and siltstone and trace limestone. Stratified bedrock. Occurs onshore. Deposited during the Bajocian Age - to - Bathonian Age (Jurassic Period) (170.3-166.1 Ma BP). A grey to yellow, locally bioturbated massive parallel or cross-bedded fine-grained, patchily iron-cemented but otherwise friable sandstone with plant debris, rootlets and thin lignite lenses, with thinly bedded and laminated locally sphaerosideritic and pyritic sandstone, siltstone and mudstone, seatearths and thin coals, which may include a median unit of marine fossiliferous calcareous mudstone or siltstone. Up 18 m or more thick. Passage up from the ooidal limestone-dominated succession of  the Lincolnshire Limestone Formation into a predominantly sand-dominated, generally non-calcareous succession, which in places comprises a dark sooty mudstone, accentuated in the weathered zone by the development of a secondary limonitic bed at the base, known as the 'Ironstone Junction Bed' which lies at the base of the Thorncroft Sand, although elsewhere, there may be up to 2 m of interdigitated ooidal limestone and sandstone strata, or indications of a non-sequence, such as limestone pebbles or oxidation of the top of the Lincolnshire Limestone. A sharp often rootleted contact with the mudstone-dominated upper part of the Rutland Formation described as the Priestland Clay Member of Gaunt et al, 1992.","North Lincolnshire and the East Riding of Yorkshire (Humberside).The northern limit is located around North Newbald near Market Weighton (Sheet 72), where the unit is overstepped by the Cretaceous.The southern limit is uncertain, although it is perhaps defined by the absence of the lower cycle, (see note above) either by passage into the Lincolnshire Limestone facies and/or by overstep through downcutting of the upper (Stamford) cycle into the Lincolnshire Limestone, which can be seen in the area between the Grantham district (Sheet 127) and the Brigg district (89), and probably also to the north of Lincoln. Provisionally the arbitrary boundary is taken at the southern edge of Sheet 89.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=THS,27
36264,Sandringham Sand,Tithonian Age-Valanginian Age,Current name,"Sand with subsidiary clay, ironstone and sandstone. Stratified bedrock. Occurs onshore. Deposited during the Tithonian Age (Jurassic Period) - to - Valanginian Age (Cretaceous Period) (152.1-133.9 Ma BP). The formation comprises silty and clayey sands, sporadic clay ironstones, with cleaner quartz sands at the top.  Four members are recognised [Casey and Gallois, 1973; Gallois, 1984, 1994]:  Incoherant, moderately clean, pale grey [locally green, yellow or orange]. fine- to medium-grained, cross-bedded quartz sands with surbordinate bands of silt or clay.  Pyrite nodules are present and glauconite is locally abundant.  [Leziate Sand Member].  Glauconitic, clayey, grey and green sands with bands and 'doggers' of brown weathering clay-ironstone and seams of phosphatic nodules [picking out erosion surfaces].   A prominent band of phosphatic nodules occurs at the base.  [Mintlyn Member].  Green, glauconitic, clayey sands with abundant phosphatic nodules [Runcton Sand Member].  Grey and yellow-green, pyritic, silty sands with an indurated basal pebbly sandstone with phosphatic nodules and derived Kimmeridgian debris [Roxham Sand Member]. Up to c. 50m A down-section change from sands, with a pebbly base, to mudstones [Kimmeridge Clay Formation].  An erosion surface separates the two formations. South of Gayton, the pebbly sands of the Carstone Formation overstep the silty and clayey sands and clean sands [Sandringham Sand Formation], resting progressively on the Roxham and Runcton members, the Mintlyn Member and finally the Leziate Member.  In Northern Norfolk the upper boundary is defined by the down-section change from the clayey sands [Dersinham Formation] to incoherent, generally clean quartz sands [Leziate Member, Sandringham Sand Formation].  Beneath The Wash, the Leziate Member passes into the Claxby Ironstone Formation and the overlying Dersingham Formation passes laterally into the Tealby Formation [Gallois, 1994].","The Sandringham Sand Formation is confined to Norfolk and extends beneath The Wash where it apparently merges with the Claxby Ironstone Formation and Spilsby Sandstone Formation [Casey and Gallois, 1973; Wingfield et al.  1978, Gallois, 1994].  Its outcrop has been traced from the Hunstanton area South to near West Dereham.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=SAS,27
36303,Chanter Sandstone,Kimmeridgian Age,Current name,"Sandstone with subsidiary mudstone and siltstone. Stratified bedrock. Occurs offshore. Deposited during the Kimmeridgian Age (Jurassic Period) (157.3-152.1 Ma BP). Five lithofacies have been described: <br /><br />1) Bioturbated, fossiliferous marine mudstones and siltstones with thin, poorly sorted, very fine grained, glauconitic sands at their base. <br /><br />2) Bioturbated, silty, fine-grained sandstones with fragments of bivalves and belemnites. <br /><br />3) Well sorted, massive to cross-bedded, bioturbated, medium-grained sandstones with sporadic shell debris. <br /><br />4) Well sorted, planar to cross-bedded, coarse-grained sandstones. <br /><br />5) Upward fining, very coarse- to coarse-grained, cross-bedded sandstones. <br /><br />Locally, argillaceous and bioturbated sandstones with very high gamma-ray values ('Hot Sands member' of Waddams and Clark, 1991) occur in the upper part of the member. <br /><br />In many wells the lithofacies of the Chanter Sandstone Member are stacked in upward-coarsening cycles (e.g. well 15/16-6) (Turner et al., 1984).  In the type section there are three large scale upward coarsening cycles and two upward fining cycles occur (Richards et al., 1993). <br /><br />The mudstones within the member are commonly dark grey, carbonaceous and micaceous.  In the Ivanhoe and Rob Roy fields, the basal unit comprises organic-rich mudstones with pyritic nodules, passing up into bioturbated mudstones and siltstones grading up into argillaceous sandstones (Parker, 1991). <br /><br />In the Piper Field Maher (1981) and Schmitt and Gordon (1991) recognised seven subunits in the Chanter Sandstone Member, informally designated 'C' to 'I' in descending order. Up to 300 m. The base of the Chanter Sandstone Member, where it rests on the Pibroch Sandstone Member, is placed at the base of a widespread marine mudstone informally known as the 'I Shale' (of Maher, 1981).  Where the Pibroch Sandstone Member is missing, the base is placed either at the base of the Kimmeridgian shallow marine sandstone section, or at the base of a thin unit of Kimmeridge Clay mudstone (the 'I Shale'). The top is commonly defined by the down-section change from mudstones or siltstones to sandstones.  Wireline log signatures often show a transitional change across the boundary, but on structural highs it may be sharp.  The top of the member can be difficult to define from wireline log data.  This is particularly so when the Claymore Sandstone Member overlies the Chanter Sandstone Member (e.g. in well 15/12-1), although in some areas a thin unit of Kimmeridge Clay separates the two.",Central part of the Witch Ground Graben between Halibut Horst and Fladen Ground Spur (within ts 14 and 15).,http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=CHNT,27
36343,Heather,Bathonian Age-Oxfordian Age,Current name,"Mudstone and siltstone with subsidiary sandstone and trace limestone. Stratified bedrock. Occurs offshore. Deposited during the Bathonian Age - to - Oxfordian Age (Jurassic Period) (168.3-157.3 Ma BP). The formation comprises medium to dark grey to brown mudstone and siltstone, predominantly, with sporadic thin sandstone stringers or concretions of pale brown limestone or dolomitic limestone.  The mudstone is usually poorly fissile, soft to firm and moderately calcareous (due to the common calcareous microfossils).  The mudstone is locally carbonaceous and pyritic.  The limestone is generally microcrystalline and hard producing a low gamma and high velocity spikes.  The sandstone stringers are usually friable, fine-grained and quartzose; locally with glauconite and mica.  Thicker sandstone bodies, which are given member status (Bruce, Freshney and Ling sandstone members), are mainly very fine and fine-grained, sometimes micaceous and occasionally calcite cemented.  A spiculitic sandstone occurs in the Inner Moray Firth (Alness Spiculite Member). East Shetland Basin: up to 350 m.  South Viking Graben: up to 600 m.  Central North Sea: up to 700 m. The nature of the lower boundary varies as the formation overlies a number of different units.  It is usually recognised by a downward transition from mudstone and siltstone (Heather Formation) to sandstone or interbedded sandstone, siltstone and coal (Hugin, Tarbert or, in the Inner Moray Firth, Beatrice formations).  The lower boundary is marked by a down-section decrease in gamma and velocity values.  In the Outer Moray Firth and Central Graben the downward transition from mudstone to thinly interbedded sandstone, mudstone and coal (Stroma Member of the Pentland Formation) or red and grey-brown Triassic mudstone (Smith Bank Formation). Mudstone of the Kimmeridge Clay overlies mudstone of the Heather Formation, so that the boundary is difficult to locate lithologically.  It is usually taken at a sharp down-section decrease in gamma values, sometime associated with a decrease in resistivity and increase in velocity.  However, in basinal sections there are a number of geophysical excursions that could be confused with the boundary.  Often there is a down section lightening of the colour of the mudstones at the boundary, a decease in organic content and an increasein the proportion of thin limestone beds.  Locally, the Brae, Fulmar or Piper formations overlie the Heather Formation and in this case the boundary can be recognised by the downward change from sandstone to mudstone.","East Shetland Basin, Viking Graben and Central North Sea.  North Sea Quadrants 1-3, 7-9, 11-22, 28-31.  The Heather Formation is also defined west of Shetland.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=HTHE,27
36352,Woburn Sands,Aptian Age-Albian Age,Current name,"Sand and sandstone and trace lignite, nodular phosphorite and smectite-claystone (synonymous with fullers earth and bentonite). Stratified bedrock. Occurs onshore. Deposited during the Aptian Age - to - Albian Age (Cretaceous Period) (126.3-100.5 Ma BP). Sandstone (or loose sand). Fine- to coarse-grained rounded marine quartz sand, glauconitic in part. Commonly silty with few clay wisps or seams. Locally clean silver sands. Locally cemented to iron pan or gritty carstone. Cross-bedded. Some pebbles and phosphatic nodules to base. Typically grey or greenish grey weathering to ochreous yellow-brown. Minor lignite and pyrite. Local developments of fuller's earth. Commonly barren but nodule layers to base fossiliferous as at Upware and Brickhill. To 120m. Rapid variation, resulting from uneven underlying topography and pre-Gault Formation erosion. Thins to southeast on to London Platform. 85m proved at Woburn, 60m proved east of Leighton Buzzard. Absent west of Leighton Buzzard. The base is an unconformity with the Woburn Sands Formation overlying Jurassic or older strata in boreholes. Jurassic strata comprise predominantly mudstones such as the Kimmeridge Clay, Ampthill Clay and Oxford Clay. The top is an unconformity with the formation overlapped by grey mudstone of the Gault Formation and locally overlain by the so called 'Junction Beds' a term applied by Shephard-Thorn et al. (1994) to include the Shenley Limestone (pale brown phosphatic limestone), which passes laterally into glauconitic sandy marl (calcareous mudstones) with 'carstone' (ferruginous sandstone) fragments and gritty quartz sand with 'carstone' and 'boxstone' fragments.","Outcrop Leighton Buzzard to Cambridge through Bedfordshire, Buckinghamshire and Cambridgeshire. In the area of the 'Bedfordshire Straits' linking the Weald Basin (Folkestone Formation and Sandgate Formation) in the south to Eastern England Shelf (Carstone Formation and Sutterby Formation) in the north.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=WBS,27
36699,Scar Limestone,Serpukhovian Age,Current name,"Limestone with subsidiary mudstone and trace chert. Stratified bedrock. Occurs onshore. Deposited during the Brigantian Substage (Carboniferous Period) (330.9-329 Ma BP). Limestone, pale to medium-grey, wavy bedded, crinoidal with fissile uppermost part and shaly partings; styolitic. Fossiliferous, with bands of Siphonodendron junceum, but comparatively unfossiliferous in the south though a bed rich in brachiopods is present at the base in the southern part of the Brough district (Burgess and Holliday, 1979). Nodules of chert are commonly found in this limestone. In the Longcleugh No 1, Allenheads No 1, and Rookhope boreholes an interbedded unit of black pyritic fossiliferous mudstone with sporadic small ironstone nodules in the upper part of the member. Goniatites of the P2a biozone are found in mudstone just above the limestone at Bowlees in Teesdale. 4 to 14.6m. Taken at the sharp base of limestone overlying measures within the Alston Formation; directly underlain locally by dark mudstone, seatearth sandstone or by a coal seam. Taken at the base of overlying measures within the Alston Formation.","Member within the Alston Formation of the Alston and Lake District blocks in Cumbria, Northumberland and Durham, lying stratigraphically between the Tynebottom (below) and the Five Yard (above limestone members. The limestone is well exposed along the Pennine escarpment, in Teesdale and Weardale.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=SCL,27
36952,Skegness Clay,Aptian Age,Current name,"Mudstone with subsidiary shelly mudstone. Stratified bedrock. Occurs onshore. Deposited during the Aptian Age (Cretaceous Period) (126.3-113 Ma BP). The Formation comprises grey and dark grey mudstone with Prodeshayesites bodei and iridescent fragments of other ammonites, some of which are partially pyritised and phosphatised. In the Wash borehole (72/78) the formation becomes brownish grey in its lower part, with scattered, cream-coloured phosphatic nodules. Burrows occur, some of them filled with limonite ooliths. 1.98m in the type section. In the type section, the base is defined by a downward change from grey and dark grey mudstone with partially pyritised and phosphatised ammonites to black, pyritous upper Roach Formation. The boundary is apparently conformable, although the junction is bioturbated and the top of the underlying Roach is burrowed. The upper boundary is defined by an upward change from medium and dark grey mudstone with ammonites, some of which are partially pyritised and phosphatised, to pale grey, calcareous, mudstone (Sutterby Formation).","Confined to The Wash and the southern part of Lincolnshire, but not known at outcrop. The formation occurs only in the Skegness Borehole and the Wash boreholes. It has not been recognised in Norfolk, but it appears to extend under The Wash to within two kilometres of Hunstanton (Wingfield et al., 1978). Swinnerton (1935), mentioned 1.83m of a similar lithology below the Sutterby Formation in the Alford and Maltby boreholes, and although he made no reference to the fauna, this deposit might be the Skegness Formation.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=SKEG,27
36968,Scarlett Point,Mid Mississippian Epoch,Current name,"Limestone with subsidiary mudstone and siltstone. Stratified bedrock. Occurs onshore. Deposited during the Asbian Substage (Carboniferous Period) (337-330.9 Ma BP). The member is characterised by tabular beds of pale wackestone and calcisiltite. These beds, which can be cherty and pyritious, have gradational (locally dolomitised) boundaries with the interbedded black fissile, blocky claystones. 'Chondritiform' and Helminthoides burrows are common in the limestones. Inadunate crinoid lags and scattered ammonoids (Beyrichoceras or Bollandoceras) also occur, some preserved in a semi-buoyant resting position, with the venter resting on the former sea bed. Deposition was in a deep marine hemi-pelagic environment, but with periodic fine clastic and carbonate supply (gravitational). 14m Taken at the lowest black claystone, which is about 0.12m thick, overlying the fine-grained, pale mottled limestone (wackestone) of the Hodderense Limestone Formation at Scarlett Point [SC 2583 6633]. This is not exposed, so the nature of the upper boundary is therefore unknown. The overlying succession comprises black hemipelagic mudstones of the Bowland Shale Formation.","The southern part of the Isle of Man, in the Castletown area, from Scarlett Point [SC 2583 6633] northwestwards to Poyllvaaish [SC 2440 6761]. Dinantian rocks in the northern part of the island are entirely concealed and hence it is unknown whether the unit is present in the north.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=SCPT,27
37285,Pontesford Shales,Sandbian Age,Current name,"Mudstone with subsidiary conglomerate and siltstone. Stratified bedrock. Occurs onshore. Deposited during the Harnagian Substage - to - Soudleyan Substage (Ordovician Period) (456.5-454 Ma BP). Black pyritous mudstones overlie a basal conglomerate and are succeeded by buff weathering, greenish grey, silty micaceous mudstones and siltstones. At least 50m Basal conglomerate overlies Uriconian Group (Precambrian) volcanic rocks with marked unconformity. Not seen.",Not recorded.,http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=POSH,27
37289,Pentland,Toarcian Age-Oxfordian Age,Current name,"Agglomerate, basalt, mudstone, sandstone, siltstone and tuff with subsidiary coal. Stratified bedrock. Occurs offshore. Deposited during the Toarcian Age - to - Oxfordian Age (Jurassic Period) (182.7-157.3 Ma BP). A complex association of sedimentary (interbedded sandstones, siltstones, mudstones and coals) and volcanic (tuffs, lavas and intrusives) rocks. <br /><br />Beryl embayment: Generally free of volcanics.  The formation comprises interbedded sandstones, siltstones and shales with minor coals at the base and top.  Sandstones are sharp-based and often fining upwards from coarse- to very fine-grained, sometimes cross-bedded, with occasional parallel lamination and bioturbation in the very fine grained sandstones. Siltstones and mudstones are variable; some are lenticular bedded, others are waxy with blocky fracture, and bioturbation and rootlets are also occasionally present. <br /><br />South and Central Viking Graben: Similar to the Beryl Embayment, but coals occur at numerous horizons.  Volcanic and intrusive rocks (Rattray Volcanics Member) occur locally. <br /><br />Outer Moray Firth and Central Graben: Sedimentary rocks are similar to the South Viking Graben, but volcanic and intrusive rocks (Rattray Volcanic and Ron Volcanic members) occur.  At the base of the formation, an upward coarsening lacustrine mudstone with a Bathonian microfauna occurs in Well 30/1c-2. <br /><br />The Rattray Volcanics member comprises 1-9 m thick, porphyritic lavas with abundant phenocrysts of olivine and clinopyroxene, microphenocrysts of plagioclase feldspar, and a matrix of plagioclase, titanaugite, magnetite, ilmenite, apatite and rare analcime.  Lavas are mainly undersaturated, with alkali olivine basalt affinities, and include ankaramite, alkali olivine basalt, hawaiite and mugearite.  Associated agglomerates, tuffs, tuffaceous claystones are varicoloured, pyritic, chloritic, sometimes felsic, calcareous and/or glassy.  Sandstones and mudstones are interbedded with the volcanics in places. <br /><br />The Ron Volcanics Member in the southern part of the Central North Sea comprises lavas and intrusives of undersaturated basalts enriched in potassium. Usually up to 500-550 m, but c. 1500 m in North Sea Well 21/3-3. The lower boundary is unconformable.  It is marked by a downward change from coal bearing sediments and/or volcanics to evaporite-bearing sediments (Permian); to brick-red siltstones and sandstones (Triassic) or to grey siltstones with minor sandstones (Lower Jurassic). The upper boundary is characterised by a downward change from sandstones and mudstones (Hugin Formation); mudstones (Heather Formation) or, locally, spiculites (Alness Spiculite Member) to coal-bearing, interbedded sandstones, siltstones, mudstones and/or volcanics.","Beryl Embayment, South Viking Graben, Central Graben, Outer Moray Firth and Unst Basin and eastwards into the Norwegian Sector of the North Sea.  North Sea quadrants: 1-2, 9, 13-16, 20-23, 29-30, 210-211.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=PNTL,27
37351,Crackington,Serpukhovian Age-Bashkirian Age,Current name,"Mudstone and sandstone with subsidiary siltstone and trace ironstone and metamudstone. Stratified bedrock. Occurs onshore. Deposited during the Arnsbergian Substage - to - Langsettian Substage (Carboniferous Period) (328-318 Ma BP). Rhythmically bedded, dark blue-grey mudstones and subordinate predominantly grey sandstones and siltstones. Sandstone percentage varies from 20-75%, both vertically and geographically. The sandstones are parallel-sided 'Bouma-type' turbidites with abundant well-developed sole structures. Individual beds are from a few centimetres to 0.4m thick and rarely up to 1m thick. Thicker sandstones are locally present, mainly in the uppermost part, but tend to be massive and lack sole structures. Packets with abundant sandstones are commonly developed and mappable. On the north Cornwall and Devon coast, six named units of dark grey to black pyritic shale with goniatite- and fish-bearing calcareous nodules are present in the upper part of the Formation. The thickest of these units is up to 7m thick. A few thick units of slumped or destratified beds are also present in the uppermost part of the Formation, as are scattered ironstone nodules. >c.1000m in the Exeter district; 250m in the Bideford area. Due to thrusting along the south crop of the Formation, the base is seen only between Okehampton (SX 59 94) and the Teign Valley (SX 84 84), east Dartmoor, Devon. The base is gradational and taken at the incoming of more abundant and relatively thicker sandstones of the Crackington Formation above the mudstones with less than 10% sandstone in the underlying Dowhills Mudstones Formation. Between the Bideford area (SX 45 27) north Devon and the Westleigh area (ST 06 17), west Somerset, the base is taken at a  similar level. However, in the Bideford area, the base needs further investigation, as the Dowhills Mudstone Formation (Limekiln Beds of Prentice 1960a) was included in the Crackington Formation by Edmonds et al. (1979). On the north Cornwall and north Devon coast, the top is taken at the top of the Hartland Quay Shale, the uppermost of the named goniatite bearing mudstones in the Crackington Formation. Inland, where the Hartland Quay Shale cannot be mapped in pervasively folded terrain as it is too thin, the top is taken at the incoming of softer, more silty and argillaceous thick-bedded sandstones of the overlying Bude Formation above the dominantly thin- to medium-bedded sandstones and mudstones of the Crackington Formation. In the Bideford area the top is taken at the incoming of channels overlain by syndepositionally disturbed units and thick, locally cross-bedded, sandstones of the Westward Ho! Member of the overlying Bideford Formation above the regularly interbedded mudstones and turbidite sandstones of the Crackington Formation.","North Cornwall (SX 15 97), Devon (SS 7010) and west Somerset (ST 06 17).",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=CKF,27
37634,Sandend Harbour Limestone,Neoproterozoic Era,Current name,"Metalimestone, pelite and semipelite. Stratified bedrock. Occurs onshore. Deposited during the Neoproterozoic Era (Precambrian) (1000-541 Ma BP). Semipelite and pelite, slaty to schistose, partly graphitic, containing beds of metalimestone. In basal part thick folded metalimestone and pyritic graphitic pelite. In upper part, pale grey banded metalimestones and pelite partings. c.150m on coast section; not measurable inland. Sharp change from tremolitic flags of Garron Point Tremolitic Flag Member to interbedded graphitic pelite, metalimestone and semipelite. Top of highest thick metalimestone bed.","From coast between Garron Point and Sandend village [NJ 5550 6700 - 5575 6665], as far inland as fault at [NJ 535 632], south of which it is covered by Devonian sedimentary rocks.",http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=SNDL,27
37874,Bofrishlie Slate,Ordovician Period,Current name,"Slate with subsidiary amphibolite and chert and trace pelite and psammite. Stratified bedrock. Occurs onshore. Deposited during the Ordovician Period (485.4-443.8 Ma BP). Slate, black, graphitic, with pyrite and locally abundant chert laminae, and subordinate grey and pale green arenite near top. Lenses of spilite and amphibolite occur locally. Locally fossiliferous with a brachiopod faunal assemblage. 600m maximum Incoming of dominant black slate and chert and the outgoing of pale arenites at top of Loch Ard Grit Formation. Probable faulted contact with Dalradian. Appearance of carbonated serpentinite and jasper-rich rock of the Lime Hill Serpentinite; contact probably faulted.",Southwest of Aberfoyle and northwest of the Highland Boundary Fault; not known beyond western margin of Sheet 35E.,http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=BLSL,27
38050,Chale Clay,Aptian Age,Current name,"Mudstone and sandy mudstone. Bedrock. Occurs onshore. Formed during the Aptian Age (Cretaceous Period) (126.3-113 Ma BP). Pale bluish grey mudstone, chocolate brown at the base. Bed 3 is a chocolate brown mudstone, gritty at base overlain by pale blue sandy mudstone with fragments of pyritised wood, bivalves and clay-ironstone nodules. Bed 5, of brown mudstone with a cementstone at its base, is overlain by the major part of the member that comprises pale bluish, grey poorly-laminated mudstone with irregular small nodules and red clay-ironstone nodules. 18 to 19m. Conformable at the boundary between hard, greenish, calcareous, coarse-grained sandstone (Simpson, 1985 Bed 2; the Perna Member) and the slightly gritty base of chocolate-brown mudstone (Simpson, 1985 Bed 3 of this member) The boundary is placed (Simpson, 1985) at the base of his Bed 7, which is identified by the upward change from pale grey, poorly-laminated mudstone (of Bed 6) into pale blue grey mudstone with small brown nodules (Lower Lobster Member).",Isle of Wight at the type-site. Not easily distinguished elsewhere in the outcrop or absent.,http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=CECL,27
38069,Blaen-Y-Cwm Shale,Katian Age,Current name,Mudstone. Stratified bedrock. Occurs onshore. Deposited during the Onnian Substage (Ordovician Period) (450.25-449 Ma BP). Black and dark-grey graptolitic shales. Pyritous. Thickness of type section - c.30 metres. Thickness of lateral variation - 0-30 metres. Base disconformable on Pen-y-Garnedd calcareous tuffs and tuffites in West Berwyns or The Bryn Siltstone Formation in the North Berwyns. Unconformably overlain by the siltstones of the Dolhir Formation.,Not defined.,http://www.bgs.ac.uk/lexicon/lexicon.cfm?pub=BCSH,27
